,aerobic,anaerobic
b0802,62.4145,62.698433333333334
b0803,62.08316666666667,14.097790000000002
b0804,11.805633333333333,9.736293333333334
b0805,10.916333333333332,2.763113666666667
b0806,29.430966666666666,12.37363
b0807,100.42183333333334,107.18426666666666
b0808,21.4945,14.247016666666667
b0809,324.4653333333333,129.19533333333334
b0810,311.3993333333333,176.2653333333333
b0811,762.4466666666667,186.05166666666665
b0812,4397.403333333333,1678.8433333333332
b0813,13.784166666666666,24.3171
b0814,6785.983333333334,8896.096666666666
b0815,31.694500000000005,28.8271
b0817,119.89633333333332,131.55766666666668
b0818,42.765433333333334,30.798900000000003
b0819,480.68800000000005,577.524
b0820,217.279,233.66366666666667
b0821,54.8519,14.067846666666666
b0822,134.68933333333334,44.0882
b0823,4.27733,6.906673333333333
b0824,1.81815,5.513862
b0825,20.3362,27.194466666666667
b0826,56.107433333333326,81.25123333333335
b0827,86.02996666666667,109.618
b0828,390.586,714.1730000000001
b0829,223.49633333333335,483.05133333333333
b0830,205.66233333333335,364.0829999999999
b0831,106.49316666666668,236.75666666666666
b0832,53.92763333333334,132.12586666666667
b0833,50.44773333333333,55.04443333333333
b0834,39.67856666666666,31.6135
b0835,165.613,93.17616666666667
b0836,305.5223333333333,1841.4666666666665
b0837,26.230566666666665,12.640363333333333
b0838,314.36966666666666,184.78966666666668
b0839,252.06500000000003,194.15366666666668
b0840,130.88466666666667,151.823
b0841,105.32833333333333,151.97133333333332
b0842,43.22186666666666,34.91493333333333
b0843,66.77026666666667,61.28733333333333
b0844,103.62253333333332,87.55743333333334
b0845,35.064699999999995,41.285866666666664
b0846,21.179933333333334,19.3747
b0847,94.09309999999999,114.584
b0848,18.390266666666665,178.70466666666667
b0849,132.20266666666666,34.91693333333333
b0850,108.94926666666667,53.827133333333336
b0851,149.65233333333333,115.8394
b0852,79.23423333333334,77.75423333333333
b0853,167.128,286.488
b0854,250.63366666666664,50.28453333333334
b0855,107.30266666666667,19.0561
b0856,40.3862,4.29675
b0857,48.460566666666665,27.538700000000002
b0858,51.58486666666667,30.1962
b0859,29.474166666666665,31.1828
b0860,1473.9566666666667,532.4879999999999
b0861,204.38233333333332,262.80899999999997
b0862,192.81433333333334,360.0953333333334
b0863,586.6466666666666,679.9756666666667
b0864,308.1116666666667,388.66433333333333
b0865,432.33933333333334,264.7663333333333
b0866,176.19333333333336,163.351
b0867,120.05633333333333,170.17966666666666
b0868,84.4002,113.91543333333334
b0869,73.87263333333333,97.7984
b0870,210.93433333333334,232.80200000000002
b0871,268.92333333333335,85.91063333333334
b0872,3.0403033333333327,25.237266666666667
b0873,3.2361000000000004,13.909366666666665
b0874,109.35333333333334,91.11736666666667
b0875,33.37256666666667,45.5225
b0876,68.2292,56.72423333333334
b0877,399.67266666666666,653.1729999999999
b0878,77.40593333333332,95.07773333333334
b0879,39.39523333333333,59.666666666666664
b0880,2002.86,1875.9399999999998
b0881,340.2986666666667,489.0823333333333
b0882,756.3413333333333,629.2586666666666
b0884,3919.7100000000005,5593.600000000001
b0885,94.86156666666666,99.67936666666667
b0886,107.41933333333333,112.94599999999998
b0887,75.63319999999999,83.69976666666666
b0888,741.1636666666667,315.86066666666665
b0889,1748.0066666666664,1450.0166666666667
b0890,180.3373333333333,236.31499999999997
b0891,247.96366666666665,264.3666666666667
b0892,104.59633333333333,146.788
b0893,916.1593333333334,1810.3799999999999
b0894,29.878433333333334,102.7828
b0895,16.865333333333332,125.33833333333332
b0896,18.178633333333334,120.66603333333335
b0897,592.785,68.20996666666667
b0898,86.11473333333333,265.1623333333334
b0899,5.01669,6.868756666666667
b0900,25.76693333333333,33.292366666666666
b0901,9.778739999999999,2.932893333333334
b0902,188.37366666666665,282.133
b0903,1866.04,11448.37
b0904,378.028,1703.3066666666666
b0905,154.12366666666665,63.17616666666667
b0906,34.77153333333333,35.52956666666667
b0907,3057.873333333333,2800.1133333333332
b0908,707.5356666666667,697.4156666666668
b0909,16.326233333333334,18.188066666666668
b0910,291.443,259.38899999999995
b0911,6234.53,3243.7433333333333
b0912,2303.8566666666666,1889.0366666666666
b0913,6.365559999999999,11.647116666666667
b0914,230.96966666666665,210.06066666666666
b0915,104.49900000000001,155.447
b0916,21.714100000000002,25.884033333333335
b0917,419.82366666666667,329.451
b0918,370.5593333333333,324.40799999999996
b0919,42.11236666666667,342.33733333333333
b0920,24.760266666666666,40.753233333333334
b0921,168.99566666666666,194.186
b0922,102.36956666666667,163.01133333333334
b0923,203.4333333333333,184.97533333333334
b0924,183.66866666666667,207.25233333333335
b0925,125.04700000000001,146.532
b0926,902.5333333333333,884.7516666666667
b0927,496.9103333333334,549.721
b0928,1314.5600000000002,1112.0733333333335
b0929,13563.566666666666,13256.033333333333
b0930,1230.0033333333333,1073.5100000000002
b0931,741.4346666666667,858.6273333333334
b0932,165.94566666666665,204.535
b0933,7.946053333333334,15.916423333333334
b0934,2.9280100000000004,7.021276666666666
b0935,4.32288,7.773793333333333
b0936,3.1658833333333334,5.53972
b0937,6.220256666666667,2.5565466666666667
b0938,9.4964,11.634283333333334
b0939,1.5780933333333333,3.8292233333333336
b0940,4.809516666666667,6.19941
b0941,20.334233333333334,30.537666666666667
b0942,8.29692,22.476333333333333
b0943,11.055689999999998,14.9343
b0944,13.042866666666667,29.63996666666667
b0945,671.6623333333333,447.95966666666664
b0946,201.456,263.657
b0947,107.22466666666666,148.582
b0948,139.934,123.61966666666666
b0949,173.37566666666666,147.20333333333335
b0950,43.36766666666666,38.3381
b0951,85.97363333333334,64.78663333333334
b0952,78.0432,83.7054
b0953,5467.193333333334,6057.296666666666
b0954,1148.74,1117.957
b0955,157.87099999999998,167.00866666666667
b0956,173.207,176.032
b0957,22940.166666666668,20679.933333333334
b0958,125.24566666666665,118.61200000000001
b0959,54.61986666666667,55.507133333333336
b0960,74.58496666666667,84.57886666666666
b0961,122.63233333333334,68.28403333333334
b0962,99.26386666666667,122.17066666666666
b0963,479.34233333333333,857.6329999999999
b0964,26.9513,19.546726666666668
b0965,223.28,220.59933333333333
b0966,317.68300000000005,343.7169999999999
b0967,168.50266666666667,148.774
b0968,86.65196666666667,144.57333333333332
b0969,108.0326,102.9565
b0970,1109.8366666666668,456.4533333333334
b0972,2.0482299999999998,342.9003333333333
b0973,3.4042266666666663,556.5423333333333
b0974,5.575256666666667,523.2673333333333
b0975,8.405116666666666,595.9093333333334
b0976,7.6781733333333335,413.79733333333337
b0977,5.586966666666666,489.20533333333333
b0978,27.327366666666666,579.3236666666667
b0979,20.238333333333333,468.42066666666665
b0980,27.76403333333333,259.1116666666667
b0981,30.033599999999996,31.026966666666663
b0982,13.563983333333333,7.104223333333334
b0983,10.621443333333334,12.271419999999999
b0984,4.962956666666667,3.71182
b0985,7.171690000000001,6.346983333333333
b0986,6.591613333333332,17.202696666666665
b0987,10.018356666666667,9.300863333333334
b0988,7.713806666666668,9.909226666666667
b0989,9.065703333333333,2.87599
b0990,26.01583333333333,25.41392
b0991,19.717866666666666,17.9755
b0992,7.466693333333333,33.7973
b0993,10.999813333333334,39.4381
b0994,12.281033333333333,62.89770000000001
b0995,33.3253,47.3904
b0996,0.5205613333333333,4.45558
b0997,5.9502033333333335,7.627126666666666
b0998,9.392546666666666,7.240613333333333
b0999,242.4416666666667,461.8633333333333
b1000,328.66166666666663,502.958
b1001,3.8005533333333332,2.1668833333333333
b1002,96.02953333333333,53.96313333333334
b1003,1468.07,1045.2663333333333
b1004,981.4396666666668,1142.517
b1006,9.26291,16.8127
b1007,6.35575,6.966593333333333
b1008,1.4384736666666669,1.61843
b1009,1.032846,4.408283333333333
b1010,5.857446666666667,1.54206
b1011,0.9624266666666667,0.4357233333333333
b1012,1.7452400000000001,1.3884466666666666
b1013,34.72773333333333,25.222400000000004
b1014,32.982166666666664,7.59475
b1015,76.76613333333333,65.73469999999999
b1018,109.88233333333335,7.348953333333333
b1019,60.32776666666666,10.590436666666667
b1020,170.86033333333333,2.591336666666667
b1021,9.781226666666667,9.650393333333334
b1022,5.384286666666667,6.755863333333334
b1023,6.942173333333334,6.915086666666667
b1024,11.177976666666666,14.788066666666666
b1025,23.93596666666667,39.9262
b1026,14.7453,20.4267
b1027,40.071400000000004,39.651599999999995
b1028,0.0,0.7027966666666666
b1029,1.4915976666666666,2.3294466666666667
b1033,257.84700000000004,188.475
b1034,347.7366666666667,279.1433333333334
b1035,333.6066666666666,263.0796666666667
b1036,136.994,232.26833333333335
b1037,125.54599999999999,116.73803333333335
b1038,180.79233333333332,65.08203333333334
b1039,180.20333333333335,77.86426666666667
b1040,258.70599999999996,101.20046666666667
b1041,6.589146666666667,7.452093333333333
b1042,38.18083333333333,68.21676666666667
b1043,13.058929999999998,9.977500000000001
b1044,55.73393333333333,80.9283
b1045,87.50383333333333,106.15576666666668
b1046,43.464166666666664,32.88433333333333
b1047,50.93306666666666,7.191179999999999
b1048,516.083,402.8
b1049,268.4596666666667,250.72766666666666
b1050,43.28563333333333,124.3005
b1051,681.8910000000001,186.54299999999998
b1053,12.101266666666666,28.271066666666666
b1054,92.64246666666666,141.14766666666665
b1055,255.32433333333333,26.18016666666667
b1056,172.64133333333334,10.844153333333333
b1057,28.665466666666664,8.769493333333333
b1058,15.666333333333332,3.5545666666666667
b1059,236.52800000000002,165.821
b1060,194.10466666666665,386.09633333333335
b1061,348.0613333333333,293.27500000000003
b1062,984.2626666666666,672.203
b1063,121.59766666666667,184.24666666666667
b1064,412.78266666666667,305.175
b1065,11.051233333333334,52.954
b1066,256.58866666666665,229.657
b1067,179.12966666666668,209.7353333333333
b1068,90.5376,144.7506666666667
b1069,52.40380000000001,74.31946666666667
b1070,508.34700000000004,793.069
b1071,437.8396666666667,939.8976666666667
b1072,171.891,255.24199999999996
b1073,613.284,1042.6826666666666
b1074,391.537,597.5183333333333
b1075,508.147,771.6286666666666
b1076,611.1226666666666,937.8816666666667
b1077,212.032,371.5976666666666
b1078,344.6093333333333,555.5723333333334
b1079,129.08006666666668,258.1143333333334
b1080,98.64456666666668,164.26866666666666
b1081,63.28823333333333,114.1142
b1082,276.60566666666665,483.83666666666664
b1083,490.3933333333334,856.2016666666667
b1084,461.4293333333333,421.593
b1085,2.6564466666666666,1.82144
b1086,198.23366666666666,131.55266666666668
b1087,347.6786666666667,341.9506666666666
b1088,4315.553333333333,2660.09
b1089,8644.393333333333,5860.22
b1090,435.3143333333333,403.01466666666664
b1091,570.6819999999999,580.857
b1092,913.9476666666666,787.6779999999999
b1093,1939.92,1896.7766666666666
b1094,24208.333333333332,29746.0
b1095,1191.82,1131.4733333333334
b1096,67.1317,57.807633333333335
b1097,77.96390000000001,80.02146666666665
b1098,129.28966666666668,177.88333333333335
b1099,89.98719999999999,92.82363333333335
b1100,157.35433333333333,133.56466666666665
b1101,2157.5466666666666,2167.2966666666666
b1102,8.834546666666666,6.769106666666667
b1103,739.3070000000001,663.1283333333333
b1104,745.2199999999999,936.3696666666666
b1105,384.366,553.2403333333333
b1106,92.6213,106.24106666666667
b1107,156.09966666666668,177.958
b1108,506.95599999999996,619.1046666666666
b1109,184.09933333333333,31.703999999999997
b1110,20.491833333333332,32.702066666666674
b1111,146.909,157.13166666666666
b1112,81.71956666666667,22.595766666666666
b1113,48.1461,5.431336666666667
b1114,147.968,188.73499999999999
b1115,1.2025819999999998,5.873169999999999
b1116,109.375,155.84966666666665
b1117,149.33966666666666,192.46733333333336
b1118,158.639,192.1963333333333
b1119,181.971,283.65066666666667
b1120,185.49733333333333,256.65900000000005
b1121,5.8001000000000005,1.5128136666666665
b1122,17.215833333333332,7.9174766666666665
b1123,839.447,498.30300000000005
b1124,156.01166666666666,134.33633333333333
b1125,95.72616666666669,99.9381
b1126,230.40333333333334,283.80033333333336
b1127,190.37300000000002,447.17533333333336
b1128,319.09200000000004,380.35833333333335
b1129,153.73066666666668,158.76733333333334
b1130,481.7996666666666,527.5986666666666
b1131,661.2233333333332,297.71833333333336
b1132,320.7936666666667,289.36999999999995
b1133,444.1266666666666,416.4536666666666
b1134,107.17826666666667,71.76093333333334
b1135,121.43233333333335,89.43666666666667
b1136,7006.586666666667,690.6406666666667
b1137,14.434066666666666,6.501873333333332
b1138,22.5892,4.3509
b1139,52.46823333333333,33.38263333333334
b1140,14.058266666666666,8.443796666666666
b1141,17.0668,18.404966666666667
b1143,266.04333333333335,232.5623333333333
b1144,17.286833333333334,9.193166666666666
b1145,250.513,222.9693333333333
b1146,13.547066666666666,0.65729
b1147,4.957953333333333,5.468093333333333
b1148,5.317126666666667,7.4387533333333336
b1150,0.0,10.712096666666667
b1151,5.560556666666667,11.158090000000001
b1152,2.3618333333333332,0.8293833333333334
b1153,2.0236966666666665,1.0803933333333333
b1154,1.8129533333333334,3.0602199999999997
b1155,15.231266666666665,14.971986666666666
b1156,5.417813333333332,5.8445366666666665
b1157,1.0893733333333333,0.7968333333333333
b1158,0.45754,1.2675033333333332
b1159,41.36943333333333,33.97206666666667
b1160,5.270003333333334,1.2808266666666668
b1161,15.292366666666666,21.117900000000002
b1162,159.69299999999998,170.03166666666667
b1163,62.3982,17.3934
b1164,60.937999999999995,3.6578
b1165,52.3014,34.07234666666667
b1166,41.742133333333335,0.7228266666666667
b1167,13.607156666666667,0.0
b1168,4.44515,2.9209266666666664
b1171,126.40866666666666,175.17099999999996
b1172,28.430933333333332,31.008260000000003
b1174,1057.1133333333335,764.4666666666667
b1175,741.1329999999999,829.6563333333334
b1176,463.934,503.5246666666667
b1177,141.588,65.08163333333333
b1178,638.9203333333334,90.34816666666666
b1179,378.617,281.65899999999993
b1180,171.20666666666668,147.75166666666667
b1181,130.12433333333334,105.32770000000001
b1182,8.46294,25.921766666666667
b1183,17.959966666666663,24.85246666666667
b1184,12.914733333333333,19.415266666666668
b1185,217.46266666666668,371.3533333333333
b1186,172.22766666666666,180.67233333333334
b1187,193.17066666666665,191.306
b1188,177.461,55.9631
b1189,90.74000000000001,121.13946666666668
b1190,51.82286666666667,73.11066666666667
b1191,68.07853333333334,103.90106666666667
b1192,74.9107,133.511
b1193,147.71133333333333,149.82466666666667
b1194,371.62300000000005,268.3446666666667
b1195,64.1958,17.589266666666667
b1196,12.7811,5.62622
b1197,60.763233333333325,23.4485
b1198,203.42999999999998,209.63066666666666
b1199,177.6,163.00366666666667
b1200,195.808,169.34
b1201,21.96036666666667,23.9245
b1202,12.946133333333334,49.30656666666666
b1203,443.59933333333333,198.01066666666665
b1204,203.827,140.438
b1205,125.36876666666667,137.56966666666668
b1206,38.8569,175.212
b1207,1766.9966666666667,1669.88
b1208,339.7523333333333,384.7006666666666
b1209,286.08366666666666,279.4916666666667
b1210,160.65266666666665,201.3576666666667
b1211,139.93166666666664,172.192
b1212,54.3556,85.1551
b1213,87.34613333333334,125.61233333333332
b1214,269.808,219.88433333333333
b1215,610.6156666666667,630.3526666666667
b1216,181.02166666666668,24.60383333333333
b1217,136.77766666666665,88.90693333333333
b1218,85.32873333333333,108.8196
b1219,270.168,510.9046666666666
b1220,26.88293333333333,24.225633333333334
b1221,242.0306666666667,153.663
b1222,55.1566,66.97226666666667
b1223,6.344923333333334,80.84696666666666
b1224,8.913676666666666,160.37966666666668
b1225,9.4568,132.92766666666668
b1226,10.425426666666667,113.1676
b1227,9.74318,165.45466666666667
b1229,0.0,11.204166666666666
b1232,773.0083333333332,571.4533333333333
b1233,227.82366666666667,225.34533333333331
b1234,189.01433333333333,176.3936666666667
b1235,198.9416666666667,133.33599999999998
b1236,774.4903333333333,498.412
b1237,5070.673333333333,5430.966666666666
b1238,172.90833333333333,88.7222
b1241,1623.0866666666668,7339.7733333333335
b1242,15.594766666666667,76.87076666666667
b1243,1757.5466666666669,12089.466666666667
b1244,392.9816666666666,3270.3233333333337
b1245,288.30766666666665,3161.7233333333334
b1246,311.21,2341.5033333333336
b1247,336.22166666666664,3131.640000000001
b1248,301.9653333333334,332.32099999999997
b1249,189.321,281.27566666666667
b1250,78.57923333333333,81.10133333333334
b1251,596.7896666666667,661.6736666666667
b1252,156.17166666666665,59.137933333333336
b1253,179.11533333333333,223.28166666666667
b1254,170.83266666666668,159.14666666666668
b1255,169.60500000000002,215.429
b1256,129.4784,13.386080000000002
b1257,102.11803333333334,16.47197
b1258,66.6031,1.0624466666666665
b1259,116.78460000000001,9.538649999999999
b1260,591.5883333333334,597.241
b1261,545.913,585.4523333333333
b1262,313.2673333333333,403.38166666666666
b1263,273.97700000000003,403.224
b1264,278.64000000000004,420.934
b1265,0.0,0.0
b1266,120.682,121.31600000000002
b1267,233.99033333333333,192.63833333333332
b1268,17.568066666666667,19.204333333333334
b1269,261.0143333333333,286.104
b1270,91.70190000000001,83.8584
b1271,98.21476666666666,131.303
b1272,185.38433333333333,188.63166666666666
b1273,349.25666666666666,383.7366666666667
b1274,426.3403333333333,336.92533333333336
b1275,320.184,228.809
b1276,299.9923333333333,49.10543333333334
b1277,277.7726666666667,240.879
b1278,88.53023333333334,109.6664
b1279,420.6653333333333,599.5573333333333
b1280,154.99833333333333,213.22633333333332
b1281,362.8566666666666,179.1726666666667
b1282,356.9403333333333,124.81450000000001
b1283,359.1143333333334,321.437
b1284,162.501,299.21633333333335
b1285,94.57383333333333,37.545433333333335
b1286,636.366,503.2796666666666
b1287,221.18766666666667,147.345
b1288,2078.08,1262.7766666666666
b1289,20.755133333333333,22.53383333333333
b1290,80.49106666666667,98.6203
b1291,116.41233333333332,139.5476666666667
b1292,35.854,64.3934
b1293,71.0819,75.73629999999999
b1294,70.74666666666667,93.62669999999999
b1295,148.10566666666668,186.13833333333332
b1296,32.5386,5.39584
b1297,179.0856666666667,5.78022
b1298,84.85786666666667,7.423583333333333
b1299,122.356,38.559666666666665
b1300,54.954033333333335,6.16611
b1301,39.50016666666667,2.2992666666666666
b1302,26.9349,4.2806
b1303,28.397833333333335,38.93373333333333
b1304,94.78673333333332,53.5411
b1305,49.2079,32.2517
b1306,49.0472,53.3552
b1307,17.0903,18.87601
b1308,116.56666666666666,166.78593333333333
b1309,1.9332500000000001,2.757493333333333
b1310,1.6098576666666666,2.9807140000000003
b1311,1.3713273333333333,1.90188
b1312,2.21803,5.158533333333334
b1313,5.69147,5.01145
b1314,5.797243333333333,5.678069999999999
b1315,5.313856666666667,4.22935
b1316,3.649886666666667,6.014243333333333
b1317,0.9379366666666668,0.3704733333333334
b1319,1.7742876666666667,1.4635133333333332
b1320,51.8924,45.778
b1321,47.110800000000005,71.28410000000001
b1322,42.757866666666665,62.7389
b1323,164.63166666666666,206.726
b1324,4442.5633333333335,1189.201
b1325,56.3577,108.79883333333333
b1326,96.84949999999999,172.09866666666667
b1327,18.123433333333335,9.699633333333333
b1328,49.47603333333333,56.56126666666666
b1329,97.34086666666667,85.21159999999999
b1330,80.17303333333334,64.4308
b1331,175.41566666666668,201.97799999999998
b1332,2377.3433333333332,727.2083333333334
b1333,360.94100000000003,714.9783333333334
b1334,889.1666666666666,440.712
b1335,56.4544,106.2312
b1336,4.981789999999999,5.599236666666666
b1337,2.922,4.1162133333333335
b1338,2.1683233333333334,1.8323476666666665
b1339,16.7863,14.316666666666668
b1340,65.9216,40.377900000000004
b1341,151.30266666666668,78.64973333333334
b1342,76.05903333333333,96.14336666666667
b1343,59.13236666666668,29.157633333333333
b1344,185.14333333333335,134.73366666666666
b1345,12.930533333333335,15.200566666666667
b1346,1.8956033333333335,5.539366666666666
b1347,4.346706666666667,0.59392
b1348,2.42408,5.6534
b1349,9.469396666666666,7.995566666666666
b1350,4.36669,6.408666666666666
b1351,0.3747766666666667,2.0381266666666664
b1352,1.1865866666666667,0.0
b1353,16.587466666666668,15.6158
b1355,24.430066666666665,10.312166666666666
b1356,514.8313333333334,777.4749999999999
b1357,6.912503333333333,15.905263333333336
b1358,8.181186666666667,1.1810366666666667
b1359,8.398656666666668,6.14234
b1360,3.7209766666666666,4.72801
b1361,13.597056666666667,19.21310666666667
b1362,6.376643333333334,14.072903333333334
b1363,45.40533333333334,28.017966666666666
b1365,7.3023,2.2154933333333333
b1366,5.330643333333334,8.05104
b1368,12.203473333333335,23.649433333333334
b1370,25.996,34.65936666666667
b1372,5.218683333333333,7.429200000000001
b1373,10.099616666666668,13.819766666666666
b1374,12.9634,20.504966666666668
b1375,14.423263333333333,11.811533333333335
b1376,405.1666666666667,631.5213333333332
b1377,4.413083333333334,6.226946666666667
b1378,158.98266666666666,72.00856666666667
b1379,69.28653333333334,76.06783333333334
b1380,52.4288,154.202
b1381,32.4372,31.23896666666667
b1382,111.57353333333333,23.415000000000003
b1383,63.69246666666666,42.43836666666667
b1384,21.912333333333333,4.3004
b1385,24.08843333333333,12.68148
b1386,6.518606666666666,6.785643333333333
b1387,2.1664233333333334,2.1451766666666665
b1388,0.7935093333333333,2.2388733333333333
b1389,1.6162133333333333,1.25725
b1390,2.6269286666666667,1.12615
b1391,0.6913519999999999,5.382298666666667
b1392,5.448249999999999,3.3344233333333335
b1393,2.41855,2.13107
b1394,2.4067366666666667,0.9435033333333335
b1395,5.25901,5.1893
b1396,7.5108733333333335,8.625423333333332
b1397,16.766333333333336,9.734463333333332
b1398,19.7574,6.779603333333334
b1399,64.9766,43.60483333333334
b1400,85.64526666666666,54.361533333333334
b1402,34.685266666666664,52.07223333333334
b1403,73.89876666666667,83.681
b1404,19.994733333333333,6.428716666666666
b1406,74.9657,59.5763
b1407,4.281486666666667,4.7837233333333335
b1408,0.9519799999999999,0.30968033333333334
b1409,0.3765966666666667,0.0
b1410,10.07117,8.955356666666669
b1411,10.64634,15.347033333333334
b1412,144.42533333333333,136.72466666666665
b1413,95.64496666666666,84.16193333333332
b1414,148.756,141.3216666666667
b1415,253.337,7.79486
b1418,295.49466666666666,247.31633333333335
b1419,61.532000000000004,447.6033333333333
b1420,166.06433333333334,464.6453333333333
b1421,41.9929,35.261
b1422,224.093,12.571966666666668
b1423,15.284999999999998,17.241016666666667
b1424,154.08533333333332,154.679
b1426,104.81673333333333,122.88103333333333
b1427,95.18926666666668,105.61946666666667
b1428,52.97166666666667,23.8265
b1429,32.17386666666667,69.2808
b1430,215.89433333333332,210.269
b1431,469.09100000000007,181.69233333333332
b1432,101.28606666666667,219.60366666666667
b1433,15.759566666666666,18.04707
b1434,48.82783333333333,45.856366666666666
b1435,156.51466666666667,120.37266666666666
b1436,9.35718,14.193823333333333
b1438,81.21883333333334,56.84453333333334
b1439,56.281733333333335,30.919900000000002
b1440,37.95590000000001,15.033833333333334
b1441,14.950433333333335,4.22272
b1442,10.488246666666667,12.919233333333333
b1443,7.126676666666667,5.7881133333333326
b1444,27.555666666666667,11.643686666666667
b1445,98.9294,25.05073333333333
b1446,536.9976666666666,586.968
b1447,70.9292,208.343
b1448,178.362,520.5993333333334
b1449,78.4862,41.41913333333333
b1450,64.23643333333334,13.82231
b1451,44.807566666666666,4.997606666666667
b1452,226.138,12.855066666666668
b1453,25.5174,12.59427
b1454,38.78733333333333,26.5976
b1455,1.95847,0.0
b1456,4.5910866666666665,5.764726666666667
b1457,3.050663333333333,3.8309366666666667
b1459,3.61938,1.4609066666666666
b1460,1.125707,2.721356666666667
b1461,257.873,186.88
b1462,18.313,9.316443333333334
b1463,19.7329,29.1332
b1464,86.77103333333334,94.77873333333332
b1465,12.0541,8.412156666666666
b1466,13.1606,5.30249
b1467,17.587733333333333,6.957962666666667
b1468,17.1096,9.61768
b1469,12.698523333333334,4.9638366666666665
b1471,0.49548600000000004,0.20337433333333332
b1472,1.9311833333333333,0.0
b1473,62.969300000000004,62.914566666666666
b1474,8.534233333333333,6.868473333333333
b1475,2.639377,2.9451300000000002
b1476,9.263886666666666,24.2891
b1477,66.16180000000001,87.52026666666666
b1478,318.1276666666667,28.49333333333333
b1479,349.53433333333334,203.549
b1480,4351.706666666667,1274.6636666666666
b1481,90.6382,12.373566666666667
b1482,1235.8666666666668,437.824
b1483,7.8472800000000005,5.878773333333334
b1484,10.385710000000001,9.712816666666667
b1485,10.24774,14.739466666666667
b1486,4.174516666666666,3.092843333333333
b1487,11.50029,3.178243333333333
b1488,10.354483333333333,0.7613466666666667
b1489,37.45753333333334,17.5949
b1490,106.69486666666667,32.69466666666667
b1491,67.30306666666667,86.51473333333335
b1492,489.086,527.3843333333333
b1493,624.2563333333334,451.71299999999997
b1494,18.86706666666667,11.671993333333333
b1495,13.152533333333333,6.609443333333334
b1496,6.77362,1.055677
b1497,3.340526666666667,1.9260139999999997
b1498,8.02378,6.852856666666667
b1499,3.7425533333333334,0.8531766666666667
b1500,3.7412799999999997,0.0
b1501,15.277966666666666,10.409463333333333
b1502,3.4708966666666665,0.6859166666666666
b1503,2.4401433333333333,0.0
b1504,1.6381599999999998,4.598688999999999
b1505,2.1824966666666668,1.2568993333333334
b1506,1.4641933333333332,28.08141666666667
b1507,50.9203,62.258833333333335
b1508,91.71116666666667,59.44466666666667
b1511,14.166796666666665,11.9806
b1512,23.243433333333332,20.784033333333333
b1513,3.513066666666667,1.1459266666666668
b1514,4.123403333333333,4.058791666666667
b1515,3.3360833333333333,3.252693333333333
b1516,11.353566666666666,8.022956666666666
b1517,16.6439,12.529113333333333
b1518,22.11276666666667,33.264266666666664
b1519,88.12956666666666,38.0354
b1520,53.27016666666666,63.72636666666667
b1521,8.420016666666667,14.801766666666666
b1522,14.6731,40.735533333333336
b1523,57.369566666666664,98.43133333333333
b1524,76.7214,124.14
b1525,35.00053333333333,39.908166666666666
b1526,36.6752,41.0626
b1527,2.37424,1.4950266666666667
b1528,45.144933333333334,53.031666666666666
b1529,70.79136666666666,78.57979999999999
b1530,63.74269999999999,36.32873333333333
b1531,102.53276666666666,49.45216666666666
b1532,80.79686666666667,36.68823333333333
b1533,86.21999999999998,56.805733333333336
b1534,14.883270000000001,19.308733333333333
b1535,28.764233333333333,34.3453
b1536,68.21703333333333,69.11160000000001
b1537,23.577299999999997,10.229433333333333
b1538,208.97799999999998,153.34333333333333
b1539,771.9656666666666,1081.9566666666667
b1540,176.413,286.06300000000005
b1541,269.9063333333333,8450.196666666667
b1542,9.203883333333334,12.200333333333333
b1544,6.6706900000000005,12.149633333333334
b1545,12.875333333333336,26.1053
b1546,4.4790819936666866e-08,2.3454060000000807e-06
b1547,1.37623e-12,1.5614600000000162e-14
b1548,1.3246866833589667e-16,3.722e-10
b1549,6.38389,3.12683
b1550,1643.3766666666668,1086.0713333333333
b1551,2.1556366666666666e-14,0.0
b1552,5.606996750333334e-05,5.4484e-34
b1553,1.3326400000000429e-12,7.703066666666667e-41
b1554,1.4313566666818735e-11,7.020333333333334e-06
b1555,1.6017566728842666e-10,5.286833333333334e-27
b1556,0.0,0.0
b1557,49.736333333333334,2.1367933333333333
b1558,54.668933333333335,13.894233333333332
b1559,3.148983333333333e-06,4.3973926666666665e-06
b1560,1.7351066666666667e-14,1.59366333372701e-39
b1561,8.541375726666665e-05,3.917933333333333e-05
b1562,271.8953333333333,290.64900000000006
b1563,277.9843333333333,199.87733333333333
b1564,342.89000000000004,213.6076666666667
b1565,2.3713266666666666,0.84719
b1566,217.20266666666666,399.61533333333335
b1567,2.153530006002333e-14,0.0
b1568,7.89646666666667e-08,3.1033833333333334
b1569,2.14372e-29,1.5087566666666666e-07
b1570,421.3166666666666,547.371
b1571,7.0661933333333335,3.8693333333333335
b1572,4.7802999999999995,7.2818000000000005
b1573,13.58361,7.030633333333333
b1575,4.200563333333334,21.33874333333333
b1576,4.714873333333333,3.6695666666666664
b1577,4.888416666666666,8.315643333333334
b1578,26.6357,36.41056666666667
b1579,6.884083333333334,6.047816666666667
b1580,4.804693333333333,1.0904566666666666
b1581,3.7253566666666664,1.897551
b1582,30.984633333333335,55.837799999999994
b1583,375.6123333333333,430.49766666666665
b1584,382.7726666666667,321.4146666666667
b1585,123.752,112.9103
b1586,154.045,131.02666666666667
b1587,12.489393333333334,22.72
